Zone,Year,Disease,Number of Cases,"Rate per 100,000 population"
Nova Scotia,2021,Powassan Virus Disease,0,0
Western,2021,Q-Fever,0,0
Northern,2021,Q-Fever,0,0
Eastern,2021,Q-Fever,0,0
Central,2021,Q-Fever,0,0
Nova Scotia,2021,Q-Fever,0,0
Western,2021,Rabies,0,0
Northern,2021,Rabies,0,0
Eastern,2021,Rabies,0,0
Central,2021,Rabies,0,0
Nova Scotia,2021,Rabies,0,0
Western,2021,Rubella,0,0
Northern,2021,Rubella,0,0
Eastern,2021,Rubella,0,0
Central,2021,Rubella,0,0
Nova Scotia,2021,Rubella,0,0
Western,2021,Salmonellosis,26,13
Northern,2021,Salmonellosis,7,4.7
Eastern,2021,Salmonellosis,22,13.8
Central,2021,Salmonellosis,40,8.3
Nova Scotia,2021,Salmonellosis,95,9.6
Western,2021,Severe Acute Respiratory Infection (SARI),0,0
Northern,2021,Severe Acute Respiratory Infection (SARI),0,0
Eastern,2021,Severe Acute Respiratory Infection (SARI),0,0
Central,2021,Severe Acute Respiratory Infection (SARI),0,0
Nova Scotia,2021,Severe Acute Respiratory Infection (SARI),0,0
Western,2021,Severe Acute Respiratory Syndrome (SARS),0,0
Northern,2021,Severe Acute Respiratory Syndrome (SARS),0,0
Eastern,2021,Severe Acute Respiratory Syndrome (SARS),0,0
Central,2021,Severe Acute Respiratory Syndrome (SARS),0,0
Nova Scotia,2021,Severe Acute Respiratory Syndrome (SARS),0,0
Western,2021,Shellfish Poisoning,0,0
Northern,2021,Shellfish Poisoning,0,0
Eastern,2021,Shellfish Poisoning,0,0
Central,2021,Shellfish Poisoning,0,0
Nova Scotia,2021,Shellfish Poisoning,0,0
Western,2021,Shigellosis,0,0
Northern,2021,Shigellosis,2,1.3
Eastern,2021,Shigellosis,0,0
Central,2021,Shigellosis,2,0.4
Nova Scotia,2021,Shigellosis,4,0.4
Western,2021,Smallpox,0,0
Northern,2021,Smallpox,0,0
Eastern,2021,Smallpox,0,0
Central,2021,Smallpox,0,0
Nova Scotia,2021,Smallpox,0,0
Western,2021,Syphilis - Infectious,2,1
Northern,2021,Syphilis - Infectious,2,1.3
Eastern,2021,Syphilis - Infectious,6,3.8
Central,2021,Syphilis - Infectious,5,1
Nova Scotia,2021,Syphilis - Infectious,15,1.5
Western,2021,Syphilis - Non-Infectious or Stage Pending,0,0
Northern,2021,Syphilis - Non-Infectious or Stage Pending,4,2.7
Eastern,2021,Syphilis - Non-Infectious or Stage Pending,6,3.7
Central,2021,Syphilis - Non-Infectious or Stage Pending,14,2.9
Nova Scotia,2021,Syphilis - Non-Infectious or Stage Pending,24,2.4
Western,2021,Tetanus,0,0
Northern,2021,Tetanus,0,0
Eastern,2021,Tetanus,0,0
Central,2021,Tetanus,0,0
Nova Scotia,2021,Tetanus,0,0
Western,2021,Toxoplasmosis,0,0
Northern,2021,Toxoplasmosis,0,0
Eastern,2021,Toxoplasmosis,0,0
Central,2021,Toxoplasmosis,0,0
Nova Scotia,2021,Toxoplasmosis,0,0
Western,2021,Tuberculosis,0,0
Northern,2021,Tuberculosis,1,0.7
Eastern,2021,Tuberculosis,3,1.9
Central,2021,Tuberculosis,11,2.3
Nova Scotia,2021,Tuberculosis,15,1.5
Western,2021,Tularemia,0,0
Northern,2021,Tularemia,0,0
Eastern,2021,Tularemia,0,0
Central,2021,Tularemia,0,0
Nova Scotia,2021,Tularemia,0,0
Western,2021,Typhoid,0,0
Northern,2021,Typhoid,0,0
Eastern,2021,Typhoid,0,0
Central,2021,Typhoid,0,0
Nova Scotia,2021,Typhoid,0,0
Western,2021,Vancomycin resistant Enterococcus (VRE),1,0.5
Northern,2021,Vancomycin resistant Enterococcus (VRE),2,1.3
Eastern,2021,Vancomycin resistant Enterococcus (VRE),2,1.3
Central,2021,Vancomycin resistant Enterococcus (VRE),4,0.8
Nova Scotia,2021,Vancomycin resistant Enterococcus (VRE),9,0.9
Western,2021,Verotoxigenic E. coli,1,0.5
Northern,2021,Verotoxigenic E. coli,1,0.7
Eastern,2021,Verotoxigenic E. coli,1,0.6
Central,2021,Verotoxigenic E. coli,3,0.6
Nova Scotia,2021,Verotoxigenic E. coli,6,0.6
Western,2021,Viral Hemorrhagic Fever,0,0
Northern,2021,Viral Hemorrhagic Fever,0,0
Eastern,2021,Viral Hemorrhagic Fever,0,0
Central,2021,Viral Hemorrhagic Fever,0,0
Nova Scotia,2021,Viral Hemorrhagic Fever,0,0
Western,2021,West Nile Virus,0,0
Northern,2021,West Nile Virus,0,0
Eastern,2021,West Nile Virus,0,0
Central,2021,West Nile Virus,0,0
Nova Scotia,2021,West Nile Virus,0,0
Western,2021,Yellow Fever,0,0
Northern,2021,Yellow Fever,0,0
Eastern,2021,Yellow Fever,0,0
Central,2021,Yellow Fever,0,0
Nova Scotia,2021,Yellow Fever,0,0
Western,2021,Yersiniosis,0,0
Northern,2021,Yersiniosis,0,0
Eastern,2021,Yersiniosis,0,0
Central,2021,Yersiniosis,0,0
Nova Scotia,2021,Yersiniosis,0,0
Western,2022,Acquired Immune Deficiency Syndrome,0,0
Northern,2022,Acquired Immune Deficiency Syndrome,0,0
Eastern,2022,Acquired Immune Deficiency Syndrome,0,0
Central,2022,Acquired Immune Deficiency Syndrome,0,0
Nova Scotia,2022,Acquired Immune Deficiency Syndrome,0,0
Western,2022,Acute Flaccid Paralysis,0,0
Northern,2022,Acute Flaccid Paralysis,0,0
Eastern,2022,Acute Flaccid Paralysis,0,0
Central,2022,Acute Flaccid Paralysis,0,0
Nova Scotia,2022,Acute Flaccid Paralysis,0,0
Western,2022,Amebiasis,0,0
Northern,2022,Amebiasis,0,0
Eastern,2022,Amebiasis,0,0
Central,2022,Amebiasis,0,0
Nova Scotia,2022,Amebiasis,0,0
Western,2022,Anaplasmosis,0,0
Northern,2022,Anaplasmosis,0,0
Eastern,2022,Anaplasmosis,0,0
Central,2022,Anaplasmosis,0,0
Nova Scotia,2022,Anaplasmosis,0,0
Western,2022,Anthrax,0,0
Northern,2022,Anthrax,0,0
Eastern,2022,Anthrax,0,0
Central,2022,Anthrax,0,0
Nova Scotia,2022,Anthrax,0,0
Western,2022,Babesiosis,0,0
Northern,2022,Babesiosis,0,0
Eastern,2022,Babesiosis,0,0
Central,2022,Babesiosis,0,0
Nova Scotia,2022,Babesiosis,0,0
Western,2022,Botulism,0,0
Northern,2022,Botulism,0,0
Eastern,2022,Botulism,1,0.6
Central,2022,Botulism,0,0
Nova Scotia,2022,Botulism,1,0.1
Western,2022,Brucellosis,0,0
Northern,2022,Brucellosis,0,0
Eastern,2022,Brucellosis,0,0
Central,2022,Brucellosis,0,0
Nova Scotia,2022,Brucellosis,0,0
Western,2022,Campylobacteriosis,80,39.1
Northern,2022,Campylobacteriosis,25,16.4
Eastern,2022,Campylobacteriosis,10,6.2
Central,2022,Campylobacteriosis,69,13.7
Nova Scotia,2022,Campylobacteriosis,184,18
Western,2022,Chlamydia,387,189
Northern,2022,Chlamydia,249,163.5
Eastern,2022,Chlamydia,357,222
Central,2022,Chlamydia,1260,251.1
Nova Scotia,2022,Chlamydia,2253,220.9
Western,2022,Cholera,0,0
Northern,2022,Cholera,0,0
Eastern,2022,Cholera,0,0
Central,2022,Cholera,0,0
Nova Scotia,2022,Cholera,0,0
Western,2022,Clostridium difficile,190,92.8
Northern,2022,Clostridium difficile,141,92.6
Eastern,2022,Clostridium difficile,209,130
Central,2022,Clostridium difficile,399,79.5
Nova Scotia,2022,Clostridium difficile,939,92.1
Western,2022,Creutzfeldt-Jakob Disease - Classic,1,0.5
Northern,2022,Creutzfeldt-Jakob Disease - Classic,0,0
Eastern,2022,Creutzfeldt-Jakob Disease - Classic,0,0
Central,2022,Creutzfeldt-Jakob Disease - Classic,2,0.4
Nova Scotia,2022,Creutzfeldt-Jakob Disease - Classic,3,0.3
Western,2022,Creutzfeldt-Jakob Disease - Unknown,0,0
Northern,2022,Creutzfeldt-Jakob Disease - Unknown,0,0
Eastern,2022,Creutzfeldt-Jakob Disease - Unknown,0,0
Central,2022,Creutzfeldt-Jakob Disease - Unknown,0,0
Nova Scotia,2022,Creutzfeldt-Jakob Disease - Unknown,0,0
Western,2022,Creutzfeldt-Jakob Disease - Variant,0,0
Northern,2022,Creutzfeldt-Jakob Disease - Variant,0,0
Eastern,2022,Creutzfeldt-Jakob Disease - Variant,0,0
Central,2022,Creutzfeldt-Jakob Disease - Variant,0,0
Nova Scotia,2022,Creutzfeldt-Jakob Disease - Variant,0,0
Western,2022,Cryptosporidiosis,8,3.9
Northern,2022,Cryptosporidiosis,14,9.2
Eastern,2022,Cryptosporidiosis,1,0.6
Central,2022,Cryptosporidiosis,5,1
Nova Scotia,2022,Cryptosporidiosis,28,2.7
Western,2022,Cyclosporiasis,0,0
Northern,2022,Cyclosporiasis,0,0
Eastern,2022,Cyclosporiasis,0,0
Central,2022,Cyclosporiasis,1,0.2
Nova Scotia,2022,Cyclosporiasis,1,0.1
Western,2022,Diphtheria,0,0
Northern,2022,Diphtheria,0,0
Eastern,2022,Diphtheria,0,0
Central,2022,Diphtheria,0,0
Nova Scotia,2022,Diphtheria,0,0
Western,2022,Ebola Virus Disease,0,0
Northern,2022,Ebola Virus Disease,0,0
Eastern,2022,Ebola Virus Disease,0,0
Central,2022,Ebola Virus Disease,0,0
Nova Scotia,2022,Ebola Virus Disease,0,0
Western,2022,Encephalitis - Viral,0,0
Northern,2022,Encephalitis - Viral,0,0
Eastern,2022,Encephalitis - Viral,0,0
Central,2022,Encephalitis - Viral,0,0
Nova Scotia,2022,Encephalitis - Viral,0,0
Western,2022,Giardiasis,21,10.3
Northern,2022,Giardiasis,14,9.2
Eastern,2022,Giardiasis,8,5
Central,2022,Giardiasis,43,8.6
Nova Scotia,2022,Giardiasis,86,8.4
Western,2022,Gonorrhea,32,15.6
Northern,2022,Gonorrhea,15,9.9
Eastern,2022,Gonorrhea,11,6.8
Central,2022,Gonorrhea,141,28.1
Nova Scotia,2022,Gonorrhea,199,19.5
Western,2022,Group A Streptococcal Disease Invasive,0,0
Northern,2022,Group A Streptococcal Disease Invasive,0,0
Eastern,2022,Group A Streptococcal Disease Invasive,0,0
Central,2022,Group A Streptococcal Disease Invasive,0,0
Nova Scotia,2022,Group A Streptococcal Disease Invasive,0,0
Western,2022,Group A Streptococcal Disease Invasive -> non-Severe,2,1
Northern,2022,Group A Streptococcal Disease Invasive -> non-Severe,1,0.7
Eastern,2022,Group A Streptococcal Disease Invasive -> non-Severe,2,1.2
Central,2022,Group A Streptococcal Disease Invasive -> non-Severe,5,1
Nova Scotia,2022,Group A Streptococcal Disease Invasive -> non-Severe,10,1
Western,2022,Group A Streptococcal Disease Invasive -> Severe,0,0
Northern,2022,Group A Streptococcal Disease Invasive -> Severe,1,0.7
Eastern,2022,Group A Streptococcal Disease Invasive -> Severe,1,0.6
Central,2022,Group A Streptococcal Disease Invasive -> Severe,6,1.2
Nova Scotia,2022,Group A Streptococcal Disease Invasive -> Severe,8,0.8
Western,2022,Group B Streptococcal Disease of the Newborn,0,0
Northern,2022,Group B Streptococcal Disease of the Newborn,0,0
Eastern,2022,Group B Streptococcal Disease of the Newborn,0,0
Central,2022,Group B Streptococcal Disease of the Newborn,1,0.2
Nova Scotia,2022,Group B Streptococcal Disease of the Newborn,1,0.1
Western,2022,Haemophilus influenzae Type b Invasive Disease,0,0
Northern,2022,Haemophilus influenzae Type b Invasive Disease,0,0
Eastern,2022,Haemophilus influenzae Type b Invasive Disease,0,0
Central,2022,Haemophilus influenzae Type b Invasive Disease,0,0
Nova Scotia,2022,Haemophilus influenzae Type b Invasive Disease,0,0
Western,2022,Hantavirus Pulmonary Syndrome,0,0
Northern,2022,Hantavirus Pulmonary Syndrome,0,0
Eastern,2022,Hantavirus Pulmonary Syndrome,0,0
Central,2022,Hantavirus Pulmonary Syndrome,0,0
Nova Scotia,2022,Hantavirus Pulmonary Syndrome,0,0
Western,2022,Hepatitis A,0,0
Northern,2022,Hepatitis A,0,0
Eastern,2022,Hepatitis A,0,0
Central,2022,Hepatitis A,2,0.4
Nova Scotia,2022,Hepatitis A,2,0.2
Western,2022,Hepatitis B - Acute,1,0.5
Northern,2022,Hepatitis B - Acute,0,0
Eastern,2022,Hepatitis B - Acute,1,0.6
Central,2022,Hepatitis B - Acute,4,0.8
Nova Scotia,2022,Hepatitis B - Acute,6,0.6
Western,2022,Hepatitis B - Chronic,1,0.5
Northern,2022,Hepatitis B - Chronic,1,0.7
Eastern,2022,Hepatitis B - Chronic,0,0
Central,2022,Hepatitis B - Chronic,13,2.6
Nova Scotia,2022,Hepatitis B - Chronic,15,1.5
Western,2022,Hepatitis B - Chronic or Unspecified,0,0
Northern,2022,Hepatitis B - Chronic or Unspecified,0,0
Eastern,2022,Hepatitis B - Chronic or Unspecified,0,0
Central,2022,Hepatitis B - Chronic or Unspecified,0,0
Nova Scotia,2022,Hepatitis B - Chronic or Unspecified,0,0
Western,2022,Hepatitis C,49,23.9
Northern,2022,Hepatitis C,95,62.4
Eastern,2022,Hepatitis C,93,57.8
Central,2022,Hepatitis C,135,26.9
Nova Scotia,2022,Hepatitis C,372,36.5
Western,2022,Hepatitis E,0,0
Northern,2022,Hepatitis E,0,0
Eastern,2022,Hepatitis E,0,0
Central,2022,Hepatitis E,0,0
Nova Scotia,2022,Hepatitis E,0,0
Western,2022,Human Immunodeficiency Virus,4,2
Northern,2022,Human Immunodeficiency Virus,2,1.3
Eastern,2022,Human Immunodeficiency Virus,3,1.9
Central,2022,Human Immunodeficiency Virus,18,3.6
Nova Scotia,2022,Human Immunodeficiency Virus,27,2.6
Western,2022,Influenza,0,0
Northern,2022,Influenza,0,0
Eastern,2022,Influenza,0,0
Central,2022,Influenza,0,0
Nova Scotia,2022,Influenza,0,0
Western,2022,Legionellosis,0,0
Northern,2022,Legionellosis,1,0.7
Eastern,2022,Legionellosis,0,0
Central,2022,Legionellosis,10,2
Nova Scotia,2022,Legionellosis,11,1.1
Western,2022,Leprosy,0,0
Northern,2022,Leprosy,0,0
Eastern,2022,Leprosy,0,0
Central,2022,Leprosy,0,0
Nova Scotia,2022,Leprosy,0,0
Western,2022,Listeriosis - Invasive,2,1
Northern,2022,Listeriosis - Invasive,3,2
Eastern,2022,Listeriosis - Invasive,2,1.2
Central,2022,Listeriosis - Invasive,7,1.4
Nova Scotia,2022,Listeriosis - Invasive,14,1.4
Western,2022,Lyme Disease - Confirmed,3,1.5
Northern,2022,Lyme Disease - Confirmed,13,8.5
Eastern,2022,Lyme Disease - Confirmed,2,1.2
Central,2022,Lyme Disease - Confirmed,292,58.2
Nova Scotia,2022,Lyme Disease - Confirmed,310,30.4
Western,2022,Lyme Disease - Probable,4,2
Northern,2022,Lyme Disease - Probable,2,1.3
Eastern,2022,Lyme Disease - Probable,1,0.6
Central,2022,Lyme Disease - Probable,16,3.2
Nova Scotia,2022,Lyme Disease - Probable,23,2.3
Western,2022,Lymphogranuloma Venereum,0,0
Northern,2022,Lymphogranuloma Venereum,0,0
Eastern,2022,Lymphogranuloma Venereum,0,0
Central,2022,Lymphogranuloma Venereum,0,0
Nova Scotia,2022,Lymphogranuloma Venereum,0,0
Western,2022,Malaria,0,0
Northern,2022,Malaria,1,0.7
Eastern,2022,Malaria,1,0.6
Central,2022,Malaria,6,1.2
Nova Scotia,2022,Malaria,8,0.8
Western,2022,Measles,0,0
Northern,2022,Measles,0,0
Eastern,2022,Measles,0,0
Central,2022,Measles,0,0
Nova Scotia,2022,Measles,0,0
Western,2022,Meningitis - Bacterial,0,0
Northern,2022,Meningitis - Bacterial,1,0.7
Eastern,2022,Meningitis - Bacterial,1,0.6
Central,2022,Meningitis - Bacterial,3,0.6
Nova Scotia,2022,Meningitis - Bacterial,5,0.5
Western,2022,Meningitis - Viral,0,0
Northern,2022,Meningitis - Viral,0,0
Eastern,2022,Meningitis - Viral,0,0
Central,2022,Meningitis - Viral,0,0
Nova Scotia,2022,Meningitis - Viral,0,0
Western,2022,Meningococcal Disease Invasive,1,0.5
Northern,2022,Meningococcal Disease Invasive,0,0
Eastern,2022,Meningococcal Disease Invasive,0,0
Central,2022,Meningococcal Disease Invasive,1,0.2
Nova Scotia,2022,Meningococcal Disease Invasive,2,0.2
Western,2022,Methicillin Resistant Staphylococcus Aureus (MRSA),129,63
Northern,2022,Methicillin Resistant Staphylococcus Aureus (MRSA),118,77.5
Eastern,2022,Methicillin Resistant Staphylococcus Aureus (MRSA),125,77.7
Central,2022,Methicillin Resistant Staphylococcus Aureus (MRSA),167,33.3
Nova Scotia,2022,Methicillin Resistant Staphylococcus Aureus (MRSA),539,52.9
Western,2022,Mpox,0,0
Northern,2022,Mpox,0,0
Eastern,2022,Mpox,0,0
Central,2022,Mpox,0,0
Nova Scotia,2022,Mpox,0,0
Western,2022,Mumps,0,0
Northern,2022,Mumps,0,0
Eastern,2022,Mumps,0,0
Central,2022,Mumps,0,0
Nova Scotia,2022,Mumps,0,0
Western,2022,Pertussis,1,0.5
Northern,2022,Pertussis,0,0
Eastern,2022,Pertussis,0,0
Central,2022,Pertussis,3,0.6
Nova Scotia,2022,Pertussis,4,0.4
Western,2022,Plague,0,0
Northern,2022,Plague,0,0
Eastern,2022,Plague,0,0
Central,2022,Plague,0,0
Nova Scotia,2022,Plague,0,0
Western,2022,Pneumococcal Disease Invasive,13,6.3
Northern,2022,Pneumococcal Disease Invasive,15,9.9
Eastern,2022,Pneumococcal Disease Invasive,11,6.8
Central,2022,Pneumococcal Disease Invasive,27,5.4
Nova Scotia,2022,Pneumococcal Disease Invasive,66,6.5
Western,2022,Poliomyelitis,0,0
Northern,2022,Poliomyelitis,0,0
Eastern,2022,Poliomyelitis,0,0
Central,2022,Poliomyelitis,0,0
Nova Scotia,2022,Poliomyelitis,0,0
Western,2022,Powassan Virus Disease,0,0
Northern,2022,Powassan Virus Disease,0,0
Eastern,2022,Powassan Virus Disease,0,0
Central,2022,Powassan Virus Disease,0,0
Nova Scotia,2022,Powassan Virus Disease,0,0
Western,2022,Q-Fever,0,0
Northern,2022,Q-Fever,0,0
Eastern,2022,Q-Fever,0,0
Central,2022,Q-Fever,0,0
Nova Scotia,2022,Q-Fever,0,0
Western,2022,Rabies,0,0
Northern,2022,Rabies,0,0
Eastern,2022,Rabies,0,0
Central,2022,Rabies,0,0
Nova Scotia,2022,Rabies,0,0
Western,2022,Rubella,0,0
Northern,2022,Rubella,0,0
Eastern,2022,Rubella,0,0
Central,2022,Rubella,0,0
Nova Scotia,2022,Rubella,0,0
Western,2022,Salmonellosis,12,5.9
Northern,2022,Salmonellosis,15,9.9
Eastern,2022,Salmonellosis,17,10.6
Central,2022,Salmonellosis,31,6.2
Nova Scotia,2022,Salmonellosis,75,7.4
Western,2022,Severe Acute Respiratory Infection (SARI),0,0
Northern,2022,Severe Acute Respiratory Infection (SARI),0,0
Eastern,2022,Severe Acute Respiratory Infection (SARI),0,0
Central,2022,Severe Acute Respiratory Infection (SARI),0,0
Nova Scotia,2022,Severe Acute Respiratory Infection (SARI),0,0
Western,2022,Severe Acute Respiratory Syndrome (SARS),0,0
Northern,2022,Severe Acute Respiratory Syndrome (SARS),0,0
Eastern,2022,Severe Acute Respiratory Syndrome (SARS),0,0
Central,2022,Severe Acute Respiratory Syndrome (SARS),0,0
Nova Scotia,2022,Severe Acute Respiratory Syndrome (SARS),0,0
Western,2022,Shellfish Poisoning,0,0
Northern,2022,Shellfish Poisoning,0,0
Eastern,2022,Shellfish Poisoning,0,0
Central,2022,Shellfish Poisoning,0,0
Nova Scotia,2022,Shellfish Poisoning,0,0
Western,2022,Shigellosis,0,0
Northern,2022,Shigellosis,1,0.7
Eastern,2022,Shigellosis,0,0
Central,2022,Shigellosis,1,0.2
Nova Scotia,2022,Shigellosis,2,0.2
Western,2022,Smallpox,0,0
Northern,2022,Smallpox,0,0
Eastern,2022,Smallpox,0,0
Central,2022,Smallpox,0,0
Nova Scotia,2022,Smallpox,0,0
Western,2022,Syphilis - Infectious,1,0.5
Northern,2022,Syphilis - Infectious,3,2
Eastern,2022,Syphilis - Infectious,2,1.2
Central,2022,Syphilis - Infectious,40,8
Nova Scotia,2022,Syphilis - Infectious,46,4.5
Western,2022,Syphilis - Non-Infectious or Stage Pending,5,2.4
Northern,2022,Syphilis - Non-Infectious or Stage Pending,3,2
Eastern,2022,Syphilis - Non-Infectious or Stage Pending,4,2.5
Central,2022,Syphilis - Non-Infectious or Stage Pending,28,5.6
Nova Scotia,2022,Syphilis - Non-Infectious or Stage Pending,40,3.9
Western,2022,Tetanus,0,0
Northern,2022,Tetanus,0,0
Eastern,2022,Tetanus,0,0
Central,2022,Tetanus,0,0
Nova Scotia,2022,Tetanus,0,0
Western,2022,Toxoplasmosis,0,0
Northern,2022,Toxoplasmosis,0,0
Eastern,2022,Toxoplasmosis,0,0
Central,2022,Toxoplasmosis,0,0
Nova Scotia,2022,Toxoplasmosis,0,0
Western,2022,Tuberculosis,1,0.5
Northern,2022,Tuberculosis,1,0.7
Eastern,2022,Tuberculosis,5,3.1
Central,2022,Tuberculosis,7,1.4
Nova Scotia,2022,Tuberculosis,14,1.4
Western,2022,Tularemia,0,0
Northern,2022,Tularemia,0,0
Eastern,2022,Tularemia,0,0
Central,2022,Tularemia,0,0
Nova Scotia,2022,Tularemia,0,0
Western,2022,Typhoid,0,0
Northern,2022,Typhoid,0,0
Eastern,2022,Typhoid,0,0
Central,2022,Typhoid,0,0
Nova Scotia,2022,Typhoid,0,0
Western,2022,Vancomycin resistant Enterococcus (VRE),8,3.9
Northern,2022,Vancomycin resistant Enterococcus (VRE),12,7.9
Eastern,2022,Vancomycin resistant Enterococcus (VRE),8,5
Central,2022,Vancomycin resistant Enterococcus (VRE),4,0.8
Nova Scotia,2022,Vancomycin resistant Enterococcus (VRE),32,3.1
Western,2022,Verotoxigenic E. coli,0,0
Northern,2022,Verotoxigenic E. coli,2,1.3
Eastern,2022,Verotoxigenic E. coli,1,0.6
Central,2022,Verotoxigenic E. coli,2,0.4
Nova Scotia,2022,Verotoxigenic E. coli,5,0.5
Western,2022,Viral Hemorrhagic Fever,0,0
Northern,2022,Viral Hemorrhagic Fever,0,0
Eastern,2022,Viral Hemorrhagic Fever,0,0
Central,2022,Viral Hemorrhagic Fever,0,0
Nova Scotia,2022,Viral Hemorrhagic Fever,0,0
Western,2022,West Nile Virus,0,0
Northern,2022,West Nile Virus,0,0
Eastern,2022,West Nile Virus,0,0
Central,2022,West Nile Virus,0,0
Nova Scotia,2022,West Nile Virus,0,0
Western,2022,Yellow Fever,0,0
Northern,2022,Yellow Fever,0,0
Eastern,2022,Yellow Fever,0,0
Central,2022,Yellow Fever,0,0
Nova Scotia,2022,Yellow Fever,0,0
Western,2022,Yersiniosis,0,0
Northern,2022,Yersiniosis,0,0
Eastern,2022,Yersiniosis,0,0
Central,2022,Yersiniosis,0,0
Nova Scotia,2022,Yersiniosis,0,0
Western,2023,Acquired Immune Deficiency Syndrome,0,0
Northern,2023,Acquired Immune Deficiency Syndrome,0,0
Eastern,2023,Acquired Immune Deficiency Syndrome,0,0
Central,2023,Acquired Immune Deficiency Syndrome,0,0
Nova Scotia,2023,Acquired Immune Deficiency Syndrome,0,0
Western,2023,Acute Flaccid Paralysis,0,0
Northern,2023,Acute Flaccid Paralysis,0,0
Eastern,2023,Acute Flaccid Paralysis,0,0
Central,2023,Acute Flaccid Paralysis,0,0
Nova Scotia,2023,Acute Flaccid Paralysis,0,0
Western,2023,Amebiasis,0,0
Northern,2023,Amebiasis,0,0
Eastern,2023,Amebiasis,0,0
Central,2023,Amebiasis,0,0
Nova Scotia,2023,Amebiasis,0,0
Western,2023,Anaplasmosis,232,113
Northern,2023,Anaplasmosis,32,21
Eastern,2023,Anaplasmosis,3,1.9
Central,2023,Anaplasmosis,38,7.6
Nova Scotia,2023,Anaplasmosis,316,29.8
Western,2023,Anthrax,0,0
Northern,2023,Anthrax,0,0
Eastern,2023,Anthrax,0,0
Central,2023,Anthrax,0,0
Nova Scotia,2023,Anthrax,0,0
Western,2023,Babesiosis,1,0.5
Northern,2023,Babesiosis,0,0
Eastern,2023,Babesiosis,0,0
Central,2023,Babesiosis,1,0.2
Nova Scotia,2023,Babesiosis,2,0.2
Western,2023,Botulism,0,0
Northern,2023,Botulism,0,0
Eastern,2023,Botulism,0,0
Central,2023,Botulism,0,0
Nova Scotia,2023,Botulism,0,0
Western,2023,Brucellosis,0,0
Northern,2023,Brucellosis,0,0
Eastern,2023,Brucellosis,0,0
Central,2023,Brucellosis,0,0
Nova Scotia,2023,Brucellosis,0,0
Western,2023,Campylobacteriosis,62,30.3
Northern,2023,Campylobacteriosis,38,25
Eastern,2023,Campylobacteriosis,30,18.7
Central,2023,Campylobacteriosis,96,19.1
Nova Scotia,2023,Campylobacteriosis,226,21.3
Western,2023,Chlamydia,301,147
Northern,2023,Chlamydia,320,210
Eastern,2023,Chlamydia,327,203
Central,2023,Chlamydia,1782,355
Nova Scotia,2023,Chlamydia,2730,258
Western,2023,Cholera,0,0
Northern,2023,Cholera,0,0
Eastern,2023,Cholera,0,0
Central,2023,Cholera,0,0
Nova Scotia,2023,Cholera,0,0
Western,2023,Clostridium difficile,184,89.9
Northern,2023,Clostridium difficile,149,97.8
Eastern,2023,Clostridium difficile,214,133
Central,2023,Clostridium difficile,431,85.9
Nova Scotia,2023,Clostridium difficile,978,92.4
Western,2023,Creutzfeldt-Jakob Disease - Classic,0,0
Northern,2023,Creutzfeldt-Jakob Disease - Classic,1,0.7
Eastern,2023,Creutzfeldt-Jakob Disease - Classic,0,0
Central,2023,Creutzfeldt-Jakob Disease - Classic,0,0
Nova Scotia,2023,Creutzfeldt-Jakob Disease - Classic,1,0.1
Western,2023,Creutzfeldt-Jakob Disease - Unknown,0,0
Northern,2023,Creutzfeldt-Jakob Disease - Unknown,0,0
Eastern,2023,Creutzfeldt-Jakob Disease - Unknown,0,0
Central,2023,Creutzfeldt-Jakob Disease - Unknown,0,0
Nova Scotia,2023,Creutzfeldt-Jakob Disease - Unknown,0,0
Western,2023,Creutzfeldt-Jakob Disease - Variant,0,0
Northern,2023,Creutzfeldt-Jakob Disease - Variant,0,0
Eastern,2023,Creutzfeldt-Jakob Disease - Variant,0,0
Central,2023,Creutzfeldt-Jakob Disease - Variant,0,0
Nova Scotia,2023,Creutzfeldt-Jakob Disease - Variant,0,0
Western,2023,Cryptosporidiosis,6,2.9
Northern,2023,Cryptosporidiosis,14,9.2
Eastern,2023,Cryptosporidiosis,3,1.9
Central,2023,Cryptosporidiosis,7,1.4
Nova Scotia,2023,Cryptosporidiosis,30,2.8
Western,2023,Cyclosporiasis,1,0.5
Northern,2023,Cyclosporiasis,0,0
Eastern,2023,Cyclosporiasis,0,0
Central,2023,Cyclosporiasis,4,0.8
Nova Scotia,2023,Cyclosporiasis,5,0.5
Western,2023,Diphtheria,0,0
Northern,2023,Diphtheria,0,0
Eastern,2023,Diphtheria,0,0
Central,2023,Diphtheria,0,0
Nova Scotia,2023,Diphtheria,0,0
Western,2023,Ebola Virus Disease,0,0
Northern,2023,Ebola Virus Disease,0,0
Eastern,2023,Ebola Virus Disease,0,0
Central,2023,Ebola Virus Disease,0,0
Nova Scotia,2023,Ebola Virus Disease,0,0
Western,2023,Encephalitis - Viral,0,0
Northern,2023,Encephalitis - Viral,0,0
Eastern,2023,Encephalitis - Viral,0,0
Central,2023,Encephalitis - Viral,0,0
Nova Scotia,2023,Encephalitis - Viral,0,0
Western,2023,Giardiasis,25,12.2
Northern,2023,Giardiasis,15,9.9
Eastern,2023,Giardiasis,8,5
Central,2023,Giardiasis,40,8
Nova Scotia,2023,Giardiasis,88,8.3
Western,2023,Gonorrhea,36,17.6
Northern,2023,Gonorrhea,15,9.9
